Title;Authors;DOI;pdf
The Art of Brainwaves: A Survey on Event-Related Potential Visualization Practices;Mikheev V., Skukies R., Ehinger B. V.;10.52294/001c.116386;"../assets/papers/pdf/2024/Mikheev_2014.pdf"
